,time,price
51,2023-05-04 15:15:25.189400+00:00,162.54
52,2023-05-04 15:15:25.433688+00:00,162.54
53,2023-05-04 15:15:25.439765+00:00,162.54
54,2023-05-04 15:15:25.444480+00:00,162.54
55,2023-05-04 15:15:25.697987+00:00,162.54
56,2023-05-04 15:15:25.932397+00:00,162.54
57,2023-05-04 15:15:25.939090+00:00,162.54
58,2023-05-04 15:15:25.944745+00:00,162.55
59,2023-05-04 15:15:26.183031+00:00,162.55
60,2023-05-04 15:15:26.432525+00:00,162.55
61,2023-05-04 15:15:26.438471+00:00,162.55
62,2023-05-04 15:15:26.443306+00:00,162.5
63,2023-05-04 15:15:26.935368+00:00,162.5
64,2023-05-04 15:15:27.186690+00:00,162.5
65,2023-05-04 15:15:27.685022+00:00,162.5
66,2023-05-04 15:15:28.188895+00:00,162.5
67,2023-05-04 15:15:28.195304+00:00,162.52
68,2023-05-04 15:15:28.200467+00:00,162.52
69,2023-05-04 15:15:28.437416+00:00,162.52
70,2023-05-04 15:15:28.687491+00:00,162.52
71,2023-05-04 15:15:28.693362+00:00,162.52
72,2023-05-04 15:15:28.698480+00:00,162.51
73,2023-05-04 15:15:28.939099+00:00,162.51
74,2023-05-04 15:15:29.189707+00:00,162.51
75,2023-05-04 15:15:29.196208+00:00,162.49
76,2023-05-04 15:15:29.202806+00:00,162.49
77,2023-05-04 15:15:29.438498+00:00,162.49
78,2023-05-04 15:15:29.702870+00:00,162.49
79,2023-05-04 15:15:29.712653+00:00,162.49
80,2023-05-04 15:15:29.858158+00:00,162.49
81,2023-05-04 15:15:30.192080+00:00,162.49
82,2023-05-04 15:15:30.199222+00:00,162.46
83,2023-05-04 15:15:30.205856+00:00,162.46
84,2023-05-04 15:15:30.454695+00:00,162.46
85,2023-05-04 15:15:30.692782+00:00,162.46
86,2023-05-04 15:15:30.698214+00:00,162.49
87,2023-05-04 15:15:30.703357+00:00,162.49
88,2023-05-04 15:15:30.948051+00:00,162.49
89,2023-05-04 15:15:31.274876+00:00,162.49
90,2023-05-04 15:15:31.280821+00:00,162.47
91,2023-05-04 15:15:31.398128+00:00,162.47
92,2023-05-04 15:15:31.692520+00:00,162.47
93,2023-05-04 15:15:31.698653+00:00,162.47
94,2023-05-04 15:15:31.703886+00:00,162.48
95,2023-05-04 15:15:31.947422+00:00,162.48
96,2023-05-04 15:15:32.194166+00:00,162.48
97,2023-05-04 15:15:32.199474+00:00,162.47
98,2023-05-04 15:15:32.206858+00:00,162.47
99,2023-05-04 15:15:32.448700+00:00,162.47
100,2023-05-04 15:15:32.694476+00:00,162.47
101,2023-05-04 15:15:32.699750+00:00,162.47
102,2023-05-04 15:15:32.705198+00:00,162.5
103,2023-05-04 15:15:32.946459+00:00,162.5
104,2023-05-04 15:15:33.198215+00:00,162.5
105,2023-05-04 15:15:33.205770+00:00,162.5
106,2023-05-04 15:15:33.211010+00:00,162.51
107,2023-05-04 15:15:33.448916+00:00,162.51
108,2023-05-04 15:15:33.696507+00:00,162.51
109,2023-05-04 15:15:33.702951+00:00,162.51
110,2023-05-04 15:15:33.708101+00:00,162.5
111,2023-05-04 15:15:33.980535+00:00,162.5
112,2023-05-04 15:15:34.197909+00:00,162.5
113,2023-05-04 15:15:34.205833+00:00,162.5
114,2023-05-04 15:15:34.211435+00:00,162.52
115,2023-05-04 15:15:34.450703+00:00,162.52
116,2023-05-04 15:15:34.702797+00:00,162.52
117,2023-05-04 15:15:34.710182+00:00,162.52
118,2023-05-04 15:15:34.715768+00:00,162.49
119,2023-05-04 15:15:34.955355+00:00,162.49
120,2023-05-04 15:15:35.198248+00:00,162.49
121,2023-05-04 15:15:35.205119+00:00,162.49
122,2023-05-04 15:15:35.210481+00:00,162.47
123,2023-05-04 15:15:35.456230+00:00,162.47
124,2023-05-04 15:15:35.703567+00:00,162.52
125,2023-05-04 15:15:35.972651+00:00,162.52
126,2023-05-04 15:15:36.238133+00:00,162.52
127,2023-05-04 15:15:36.244360+00:00,162.52
128,2023-05-04 15:15:36.249704+00:00,162.5
129,2023-05-04 15:15:36.453344+00:00,162.5
130,2023-05-04 15:15:36.701460+00:00,162.5
131,2023-05-04 15:15:36.707871+00:00,162.5
132,2023-05-04 15:15:36.712820+00:00,162.49
133,2023-05-04 15:15:37.202814+00:00,162.49
134,2023-05-04 15:15:37.209235+00:00,162.49
135,2023-05-04 15:15:37.214925+00:00,162.47
136,2023-05-04 15:15:37.952983+00:00,162.47
137,2023-05-04 15:15:37.959387+00:00,162.47
138,2023-05-04 15:15:37.965234+00:00,162.51
139,2023-05-04 15:15:38.204367+00:00,162.51
140,2023-05-04 15:15:38.480706+00:00,162.51
141,2023-05-04 15:15:38.489263+00:00,162.51
142,2023-05-04 15:15:38.496808+00:00,162.5
143,2023-05-04 15:15:38.954355+00:00,162.5
144,2023-05-04 15:15:38.959904+00:00,162.5
145,2023-05-04 15:15:38.965096+00:00,162.48
146,2023-05-04 15:15:39.205858+00:00,162.48
147,2023-05-04 15:15:39.470985+00:00,162.48
148,2023-05-04 15:15:39.476922+00:00,162.48
149,2023-05-04 15:15:39.481420+00:00,162.46
150,2023-05-04 15:15:39.714637+00:00,162.46
151,2023-05-04 15:15:39.975294+00:00,162.46
152,2023-05-04 15:15:39.982942+00:00,162.46
153,2023-05-04 15:15:39.989550+00:00,162.49
154,2023-05-04 15:15:40.210292+00:00,162.49
155,2023-05-04 15:15:40.456678+00:00,162.49
156,2023-05-04 15:15:40.463031+00:00,162.49
157,2023-05-04 15:15:40.468128+00:00,162.5
158,2023-05-04 15:15:40.729409+00:00,162.5
159,2023-05-04 15:15:41.208612+00:00,162.5
160,2023-05-04 15:15:41.216362+00:00,162.5
161,2023-05-04 15:15:41.223106+00:00,162.49
162,2023-05-04 15:15:41.710797+00:00,162.49
163,2023-05-04 15:15:41.717479+00:00,162.49
164,2023-05-04 15:15:41.723361+00:00,162.49
165,2023-05-04 15:15:42.212582+00:00,162.49
166,2023-05-04 15:15:42.219909+00:00,162.49
167,2023-05-04 15:15:42.462526+00:00,162.49
168,2023-05-04 15:15:42.710883+00:00,162.49
169,2023-05-04 15:15:42.718199+00:00,162.49
170,2023-05-04 15:15:42.723014+00:00,162.48
171,2023-05-04 15:15:43.257640+00:00,162.48
172,2023-05-04 15:15:43.264027+00:00,162.48
173,2023-05-04 15:15:43.575660+00:00,162.48
174,2023-05-04 15:15:43.665630+00:00,162.48
175,2023-05-04 15:15:43.671758+00:00,162.44
176,2023-05-04 15:15:43.676665+00:00,162.44
177,2023-05-04 15:15:44.213944+00:00,162.44
178,2023-05-04 15:15:44.220209+00:00,162.46
179,2023-05-04 15:15:44.224941+00:00,162.46
180,2023-05-04 15:15:44.466856+00:00,162.46
181,2023-05-04 15:15:44.763817+00:00,162.46
182,2023-05-04 15:15:44.770442+00:00,162.44
183,2023-05-04 15:15:44.775151+00:00,162.44
184,2023-05-04 15:15:44.965583+00:00,162.44
185,2023-05-04 15:15:45.218071+00:00,162.44
186,2023-05-04 15:15:45.224677+00:00,162.46
187,2023-05-04 15:15:45.229924+00:00,162.46
188,2023-05-04 15:15:45.468249+00:00,162.46
189,2023-05-04 15:15:45.717967+00:00,162.46
190,2023-05-04 15:15:45.723889+00:00,162.45
191,2023-05-04 15:15:45.919632+00:00,162.45
192,2023-05-04 15:15:46.255912+00:00,162.45
193,2023-05-04 15:15:46.262297+00:00,162.42
194,2023-05-04 15:15:46.268036+00:00,162.42
195,2023-05-04 15:15:46.469009+00:00,162.42
196,2023-05-04 15:15:46.717945+00:00,162.42
197,2023-05-04 15:15:46.724161+00:00,162.44
198,2023-05-04 15:15:46.729934+00:00,162.44
199,2023-05-04 15:15:46.983993+00:00,162.44
200,2023-05-04 15:15:47.296453+00:00,162.44
201,2023-05-04 15:15:47.303793+00:00,162.45
202,2023-05-04 15:15:47.309122+00:00,162.45
203,2023-05-04 15:15:47.399005+00:00,162.45
204,2023-05-04 15:15:47.722235+00:00,162.45
205,2023-05-04 15:15:47.728236+00:00,162.45
206,2023-05-04 15:15:47.734354+00:00,162.43
207,2023-05-04 15:15:47.972176+00:00,162.43
208,2023-05-04 15:15:48.222834+00:00,162.43
209,2023-05-04 15:15:48.230098+00:00,162.43
210,2023-05-04 15:15:48.236035+00:00,162.43
211,2023-05-04 15:15:48.472066+00:00,162.43
212,2023-05-04 15:15:48.722673+00:00,162.43
213,2023-05-04 15:15:48.728658+00:00,162.43
214,2023-05-04 15:15:49.225700+00:00,162.43
215,2023-05-04 15:15:49.233218+00:00,162.43
216,2023-05-04 15:15:49.474838+00:00,162.43
217,2023-05-04 15:15:49.734243+00:00,162.43
218,2023-05-04 15:15:49.980039+00:00,162.43
219,2023-05-04 15:15:50.225599+00:00,162.43
220,2023-05-04 15:15:50.232277+00:00,162.42
221,2023-05-04 15:15:50.237631+00:00,162.42
222,2023-05-04 15:15:50.778936+00:00,162.42
223,2023-05-04 15:15:50.786697+00:00,162.42
224,2023-05-04 15:15:50.792467+00:00,162.43
225,2023-05-04 15:15:50.975589+00:00,162.43
226,2023-05-04 15:15:51.228217+00:00,162.43
227,2023-05-04 15:15:51.236672+00:00,162.43
228,2023-05-04 15:15:51.242285+00:00,162.44
229,2023-05-04 15:15:51.481071+00:00,162.44
230,2023-05-04 15:15:51.727574+00:00,162.44
231,2023-05-04 15:15:51.734998+00:00,162.44
232,2023-05-04 15:15:51.742101+00:00,162.4
233,2023-05-04 15:15:51.979749+00:00,162.4
234,2023-05-04 15:15:52.227370+00:00,162.4
235,2023-05-04 15:15:52.235291+00:00,162.39
236,2023-05-04 15:15:52.240689+00:00,162.39
237,2023-05-04 15:15:52.479519+00:00,162.39
238,2023-05-04 15:15:52.740653+00:00,162.39
239,2023-05-04 15:15:52.746988+00:00,162.36
240,2023-05-04 15:15:52.989902+00:00,162.36
241,2023-05-04 15:15:53.229916+00:00,162.36
242,2023-05-04 15:15:53.238765+00:00,162.35
243,2023-05-04 15:15:53.244604+00:00,162.35
244,2023-05-04 15:15:53.481460+00:00,162.35
245,2023-05-04 15:15:53.734662+00:00,162.35
246,2023-05-04 15:15:53.741489+00:00,162.35
247,2023-05-04 15:15:53.747063+00:00,162.35
248,2023-05-04 15:15:53.982343+00:00,162.35
249,2023-05-04 15:15:54.232881+00:00,162.35
250,2023-05-04 15:15:54.241529+00:00,162.35
251,2023-05-04 15:15:54.249641+00:00,162.35
252,2023-05-04 15:15:54.491343+00:00,162.35
253,2023-05-04 15:15:54.733927+00:00,162.35
254,2023-05-04 15:15:54.741161+00:00,162.35
255,2023-05-04 15:15:54.748381+00:00,162.35
256,2023-05-04 15:15:54.995140+00:00,162.35
257,2023-05-04 15:15:55.234289+00:00,162.35
258,2023-05-04 15:15:55.241493+00:00,162.33
259,2023-05-04 15:15:55.247706+00:00,162.33
260,2023-05-04 15:15:55.517089+00:00,162.33
261,2023-05-04 15:15:55.733561+00:00,162.33
262,2023-05-04 15:15:55.740673+00:00,162.33
263,2023-05-04 15:15:55.747058+00:00,162.34
264,2023-05-04 15:15:56.251303+00:00,162.34
265,2023-05-04 15:15:56.257097+00:00,162.34
266,2023-05-04 15:15:56.265265+00:00,162.34
267,2023-05-04 15:15:56.486352+00:00,162.34
268,2023-05-04 15:15:56.744815+00:00,162.34
269,2023-05-04 15:15:56.752594+00:00,162.34
270,2023-05-04 15:15:56.757897+00:00,162.33
271,2023-05-04 15:15:56.993427+00:00,162.33
272,2023-05-04 15:15:57.238474+00:00,162.29
273,2023-05-04 15:15:57.246631+00:00,162.29
274,2023-05-04 15:15:57.497786+00:00,162.29
275,2023-05-04 15:15:57.737471+00:00,162.29
276,2023-05-04 15:15:57.743993+00:00,162.29
277,2023-05-04 15:15:57.749984+00:00,162.29
278,2023-05-04 15:15:57.989507+00:00,162.29
279,2023-05-04 15:15:58.261147+00:00,162.29
280,2023-05-04 15:15:58.268246+00:00,162.29
281,2023-05-04 15:15:58.273493+00:00,162.3
282,2023-05-04 15:15:58.492808+00:00,162.3
283,2023-05-04 15:15:58.744103+00:00,162.3
284,2023-05-04 15:15:58.750894+00:00,162.3
285,2023-05-04 15:15:58.755945+00:00,162.29
286,2023-05-04 15:15:59.000406+00:00,162.29
287,2023-05-04 15:15:59.243624+00:00,162.29
288,2023-05-04 15:15:59.250102+00:00,162.32
289,2023-05-04 15:15:59.255581+00:00,162.32
290,2023-05-04 15:15:59.512947+00:00,162.32
291,2023-05-04 15:15:59.742679+00:00,162.32
292,2023-05-04 15:15:59.750057+00:00,162.32
293,2023-05-04 15:15:59.756270+00:00,162.29
294,2023-05-04 15:16:00.241818+00:00,162.29
295,2023-05-04 15:16:00.249521+00:00,162.29
296,2023-05-04 15:16:00.255304+00:00,162.29
297,2023-05-04 15:16:00.495251+00:00,162.29
298,2023-05-04 15:16:00.743934+00:00,162.29
299,2023-05-04 15:16:00.750993+00:00,162.29
300,2023-05-04 15:16:00.756020+00:00,162.28
301,2023-05-04 15:16:00.996049+00:00,162.28
302,2023-05-04 15:16:01.266664+00:00,162.28
303,2023-05-04 15:16:01.272969+00:00,162.28
304,2023-05-04 15:16:01.278241+00:00,162.27
305,2023-05-04 15:16:01.496677+00:00,162.27
306,2023-05-04 15:16:01.747369+00:00,162.27
307,2023-05-04 15:16:01.753614+00:00,162.27
308,2023-05-04 15:16:01.759115+00:00,162.27
309,2023-05-04 15:16:02.000923+00:00,162.27
310,2023-05-04 15:16:02.248476+00:00,162.27
311,2023-05-04 15:16:02.255190+00:00,162.3
312,2023-05-04 15:16:02.499165+00:00,162.3
313,2023-05-04 15:16:02.784674+00:00,162.3
314,2023-05-04 15:16:02.791764+00:00,162.3
315,2023-05-04 15:16:02.797519+00:00,162.29
316,2023-05-04 15:16:02.997840+00:00,162.29
317,2023-05-04 15:16:03.248707+00:00,162.29
318,2023-05-04 15:16:03.255325+00:00,162.27
319,2023-05-04 15:16:03.506666+00:00,162.27
320,2023-05-04 15:16:03.754091+00:00,162.27
321,2023-05-04 15:16:03.761440+00:00,162.27
322,2023-05-04 15:16:03.767495+00:00,162.3
323,2023-05-04 15:16:04.007435+00:00,162.3
324,2023-05-04 15:16:04.266918+00:00,162.3
325,2023-05-04 15:16:04.274562+00:00,162.3
326,2023-05-04 15:16:04.281470+00:00,162.31
327,2023-05-04 15:16:04.503832+00:00,162.31
328,2023-05-04 15:16:04.750297+00:00,162.31
329,2023-05-04 15:16:04.756165+00:00,162.3
330,2023-05-04 15:16:04.762283+00:00,162.3
331,2023-05-04 15:16:05.004504+00:00,162.3
332,2023-05-04 15:16:05.251503+00:00,162.3
333,2023-05-04 15:16:05.258074+00:00,162.39
334,2023-05-04 15:16:05.264963+00:00,162.39
335,2023-05-04 15:16:05.513743+00:00,162.39
336,2023-05-04 15:16:05.751553+00:00,162.39
337,2023-05-04 15:16:05.758988+00:00,162.39
338,2023-05-04 15:16:05.766010+00:00,162.35
339,2023-05-04 15:16:06.004333+00:00,162.35
340,2023-05-04 15:16:06.253696+00:00,162.35
341,2023-05-04 15:16:06.261080+00:00,162.33
342,2023-05-04 15:16:06.267867+00:00,162.33
343,2023-05-04 15:16:06.547279+00:00,162.33
344,2023-05-04 15:16:06.755960+00:00,162.33
345,2023-05-04 15:16:06.764183+00:00,162.33
346,2023-05-04 15:16:06.771462+00:00,162.35
347,2023-05-04 15:16:07.005789+00:00,162.35
348,2023-05-04 15:16:07.266534+00:00,162.35
349,2023-05-04 15:16:07.274271+00:00,162.35
350,2023-05-04 15:16:07.280816+00:00,162.37
351,2023-05-04 15:16:07.507066+00:00,162.37
352,2023-05-04 15:16:07.759925+00:00,162.37
353,2023-05-04 15:16:07.767448+00:00,162.37
354,2023-05-04 15:16:07.772982+00:00,162.32
355,2023-05-04 15:16:08.011056+00:00,162.32
356,2023-05-04 15:16:08.260821+00:00,162.32
357,2023-05-04 15:16:08.267489+00:00,162.3
358,2023-05-04 15:16:08.273678+00:00,162.3
359,2023-05-04 15:16:08.510136+00:00,162.3
360,2023-05-04 15:16:08.761885+00:00,162.3
361,2023-05-04 15:16:08.768440+00:00,162.3
362,2023-05-04 15:16:08.774204+00:00,162.31
363,2023-05-04 15:16:09.007443+00:00,162.31
364,2023-05-04 15:16:09.258165+00:00,162.31
365,2023-05-04 15:16:09.265607+00:00,162.31
366,2023-05-04 15:16:09.271706+00:00,162.31
367,2023-05-04 15:16:09.509463+00:00,162.31
368,2023-05-04 15:16:09.760863+00:00,162.31
369,2023-05-04 15:16:09.767751+00:00,162.31
370,2023-05-04 15:16:09.773495+00:00,162.31
371,2023-05-04 15:16:10.021952+00:00,162.31
372,2023-05-04 15:16:10.292030+00:00,162.31
373,2023-05-04 15:16:10.298305+00:00,162.3
374,2023-05-04 15:16:10.519036+00:00,162.3
375,2023-05-04 15:16:10.761856+00:00,162.3
376,2023-05-04 15:16:10.768345+00:00,162.3
377,2023-05-04 15:16:10.775405+00:00,162.3
378,2023-05-04 15:16:11.012353+00:00,162.3
379,2023-05-04 15:16:11.276682+00:00,162.3
380,2023-05-04 15:16:11.283344+00:00,162.3
381,2023-05-04 15:16:11.289879+00:00,162.3
382,2023-05-04 15:16:11.780306+00:00,162.3
383,2023-05-04 15:16:11.787004+00:00,162.3
384,2023-05-04 15:16:11.794333+00:00,162.32
385,2023-05-04 15:16:12.048524+00:00,162.32
386,2023-05-04 15:16:12.264651+00:00,162.32
387,2023-05-04 15:16:12.271361+00:00,162.29
388,2023-05-04 15:16:12.277817+00:00,162.29
389,2023-05-04 15:16:12.517321+00:00,162.29
390,2023-05-04 15:16:12.775724+00:00,162.29
391,2023-05-04 15:16:12.782329+00:00,162.29
392,2023-05-04 15:16:12.787917+00:00,162.32
393,2023-05-04 15:16:13.015839+00:00,162.32
394,2023-05-04 15:16:13.264199+00:00,162.32
395,2023-05-04 15:16:13.270835+00:00,162.32
396,2023-05-04 15:16:13.277321+00:00,162.32
397,2023-05-04 15:16:13.517769+00:00,162.32
398,2023-05-04 15:16:13.767886+00:00,162.32
399,2023-05-04 15:16:13.774780+00:00,162.32
400,2023-05-04 15:16:13.780606+00:00,162.32
401,2023-05-04 15:16:14.018018+00:00,162.32
402,2023-05-04 15:16:14.300300+00:00,162.32
403,2023-05-04 15:16:14.306865+00:00,162.32
404,2023-05-04 15:16:14.313502+00:00,162.35
405,2023-05-04 15:16:14.567790+00:00,162.35
406,2023-05-04 15:16:14.770361+00:00,162.35
407,2023-05-04 15:16:14.778024+00:00,162.35
408,2023-05-04 15:16:14.784046+00:00,162.33
409,2023-05-04 15:16:15.021395+00:00,162.33
410,2023-05-04 15:16:15.282066+00:00,162.33
411,2023-05-04 15:16:15.289990+00:00,162.32
412,2023-05-04 15:16:15.296491+00:00,162.32
413,2023-05-04 15:16:15.520298+00:00,162.32
414,2023-05-04 15:16:15.770587+00:00,162.32
415,2023-05-04 15:16:15.778227+00:00,162.32
416,2023-05-04 15:16:15.784003+00:00,162.35
417,2023-05-04 15:16:16.021018+00:00,162.35
418,2023-05-04 15:16:16.269805+00:00,162.35
419,2023-05-04 15:16:16.277493+00:00,162.34
420,2023-05-04 15:16:16.283512+00:00,162.34
421,2023-05-04 15:16:16.546461+00:00,162.34
422,2023-05-04 15:16:16.828513+00:00,162.34
423,2023-05-04 15:16:16.836706+00:00,162.34
424,2023-05-04 15:16:16.843275+00:00,162.31
425,2023-05-04 15:16:17.022424+00:00,162.31
426,2023-05-04 15:16:17.270570+00:00,162.31
427,2023-05-04 15:16:17.279047+00:00,162.31
428,2023-05-04 15:16:17.284738+00:00,162.31
429,2023-05-04 15:16:17.523855+00:00,162.31
430,2023-05-04 15:16:17.795110+00:00,162.31
431,2023-05-04 15:16:17.801536+00:00,162.31
432,2023-05-04 15:16:17.808259+00:00,162.32
433,2023-05-04 15:16:18.027057+00:00,162.32
434,2023-05-04 15:16:18.277306+00:00,162.32
435,2023-05-04 15:16:18.286671+00:00,162.33
436,2023-05-04 15:16:18.296430+00:00,162.33
437,2023-05-04 15:16:18.522372+00:00,162.33
438,2023-05-04 15:16:18.774334+00:00,162.33
439,2023-05-04 15:16:18.781757+00:00,162.31
440,2023-05-04 15:16:18.787664+00:00,162.31
441,2023-05-04 15:16:19.026048+00:00,162.31
442,2023-05-04 15:16:19.276035+00:00,162.31
443,2023-05-04 15:16:19.282843+00:00,162.31
444,2023-05-04 15:16:19.288539+00:00,162.34
445,2023-05-04 15:16:19.775545+00:00,162.34
446,2023-05-04 15:16:19.783448+00:00,162.34
447,2023-05-04 15:16:19.789575+00:00,162.33
448,2023-05-04 15:16:20.030679+00:00,162.33
449,2023-05-04 15:16:20.279652+00:00,162.33
450,2023-05-04 15:16:20.287786+00:00,162.31
451,2023-05-04 15:16:20.294110+00:00,162.31
452,2023-05-04 15:16:20.592824+00:00,162.31
453,2023-05-04 15:16:20.779666+00:00,162.31
454,2023-05-04 15:16:20.786052+00:00,162.34
455,2023-05-04 15:16:20.792928+00:00,162.34
456,2023-05-04 15:16:21.062013+00:00,162.34
457,2023-05-04 15:16:21.280007+00:00,162.34
458,2023-05-04 15:16:21.287127+00:00,162.34
459,2023-05-04 15:16:21.293119+00:00,162.3
460,2023-05-04 15:16:21.534488+00:00,162.3
461,2023-05-04 15:16:21.788826+00:00,162.3
462,2023-05-04 15:16:21.796004+00:00,162.3
463,2023-05-04 15:16:21.802077+00:00,162.31
464,2023-05-04 15:16:22.031096+00:00,162.31
465,2023-05-04 15:16:22.284652+00:00,162.31
466,2023-05-04 15:16:22.292014+00:00,162.33
467,2023-05-04 15:16:22.298101+00:00,162.33
468,2023-05-04 15:16:22.537610+00:00,162.33
469,2023-05-04 15:16:22.780784+00:00,162.33
470,2023-05-04 15:16:22.787676+00:00,162.31
471,2023-05-04 15:16:22.794571+00:00,162.31
472,2023-05-04 15:16:23.033958+00:00,162.31
473,2023-05-04 15:16:23.291737+00:00,162.31
474,2023-05-04 15:16:23.299028+00:00,162.33
475,2023-05-04 15:16:23.306172+00:00,162.33
476,2023-05-04 15:16:23.787310+00:00,162.33
477,2023-05-04 15:16:23.795417+00:00,162.33
478,2023-05-04 15:16:24.292711+00:00,162.33
479,2023-05-04 15:16:24.301707+00:00,162.33
480,2023-05-04 15:16:24.311986+00:00,162.33
481,2023-05-04 15:16:24.532666+00:00,162.33
482,2023-05-04 15:16:24.786519+00:00,162.33
483,2023-05-04 15:16:24.794331+00:00,162.33
484,2023-05-04 15:16:24.800520+00:00,162.33
485,2023-05-04 15:16:25.285845+00:00,162.33
486,2023-05-04 15:16:25.294641+00:00,162.33
487,2023-05-04 15:16:25.300425+00:00,162.32
488,2023-05-04 15:16:25.790157+00:00,162.32
489,2023-05-04 15:16:25.798591+00:00,162.31
490,2023-05-04 15:16:25.805595+00:00,162.31
491,2023-05-04 15:16:26.038099+00:00,162.31
492,2023-05-04 15:16:26.290249+00:00,162.31
493,2023-05-04 15:16:26.298662+00:00,162.29
494,2023-05-04 15:16:26.306884+00:00,162.29
495,2023-05-04 15:16:26.539774+00:00,162.29
496,2023-05-04 15:16:26.789982+00:00,162.29
497,2023-05-04 15:16:26.797331+00:00,162.29
498,2023-05-04 15:16:26.804096+00:00,162.32
499,2023-05-04 15:16:27.037915+00:00,162.32
500,2023-05-04 15:16:27.293096+00:00,162.32
501,2023-05-04 15:16:27.301734+00:00,162.32
502,2023-05-04 15:16:27.309762+00:00,162.39
503,2023-05-04 15:16:27.541741+00:00,162.39
504,2023-05-04 15:16:27.789514+00:00,162.39
505,2023-05-04 15:16:27.797062+00:00,162.33
506,2023-05-04 15:16:27.803948+00:00,162.33
507,2023-05-04 15:16:28.039538+00:00,162.33
508,2023-05-04 15:16:28.340180+00:00,162.33
509,2023-05-04 15:16:28.347893+00:00,162.31
510,2023-05-04 15:16:28.354352+00:00,162.31
511,2023-05-04 15:16:28.565768+00:00,162.31
512,2023-05-04 15:16:28.790824+00:00,162.31
513,2023-05-04 15:16:28.797545+00:00,162.31
514,2023-05-04 15:16:28.805123+00:00,162.32
515,2023-05-04 15:16:29.041635+00:00,162.32
516,2023-05-04 15:16:29.290887+00:00,162.32
517,2023-05-04 15:16:29.548521+00:00,162.32
518,2023-05-04 15:16:29.556785+00:00,162.32
519,2023-05-04 15:16:29.563715+00:00,162.33
520,2023-05-04 15:16:29.710337+00:00,162.33
521,2023-05-04 15:16:30.044844+00:00,162.33
522,2023-05-04 15:16:30.052571+00:00,162.31
523,2023-05-04 15:16:30.060583+00:00,162.31
524,2023-05-04 15:16:30.373495+00:00,162.31
525,2023-05-04 15:16:30.802732+00:00,162.31
526,2023-05-04 15:16:30.810859+00:00,162.31
527,2023-05-04 15:16:30.817530+00:00,162.35
528,2023-05-04 15:16:31.045888+00:00,162.35
529,2023-05-04 15:16:31.297324+00:00,162.35
530,2023-05-04 15:16:31.306834+00:00,162.35
531,2023-05-04 15:16:31.551301+00:00,162.35
532,2023-05-04 15:16:31.796270+00:00,162.35
533,2023-05-04 15:16:32.046747+00:00,162.35
534,2023-05-04 15:16:32.054320+00:00,162.35
535,2023-05-04 15:16:32.061504+00:00,162.35
536,2023-05-04 15:16:32.296964+00:00,162.35
537,2023-05-04 15:16:32.548172+00:00,162.35
