,date,open,high,low,close,average,barCount
73,2023-05-04 09:13:00+00:00,162.67,162.67,162.67,162.67,162.67,0
74,2023-05-04 09:14:00+00:00,162.67,162.67,162.67,162.67,162.67,0
75,2023-05-04 09:15:00+00:00,162.55,162.55,162.55,162.55,162.55,2
76,2023-05-04 09:16:00+00:00,162.55,162.55,162.55,162.55,162.55,0
77,2023-05-04 09:17:00+00:00,162.5,162.5,162.5,162.5,162.5,1
78,2023-05-04 09:18:00+00:00,162.5,162.5,162.5,162.5,162.5,2
79,2023-05-04 09:19:00+00:00,162.5,162.55,162.5,162.55,162.517,3
80,2023-05-04 09:20:00+00:00,162.5,162.5,162.49,162.5,162.498,6
81,2023-05-04 09:21:00+00:00,162.49,162.52,162.49,162.49,162.502,4
82,2023-05-04 09:22:00+00:00,162.46,162.46,162.46,162.46,162.46,1
83,2023-05-04 09:23:00+00:00,162.39,162.39,162.39,162.39,162.39,1
84,2023-05-04 09:24:00+00:00,162.4,162.4,162.33,162.34,162.361,8
85,2023-05-04 09:25:00+00:00,162.37,162.37,162.37,162.37,162.37,1
86,2023-05-04 09:26:00+00:00,162.37,162.37,162.37,162.37,162.37,0
87,2023-05-04 09:27:00+00:00,162.4,162.4,162.36,162.36,162.387,2
88,2023-05-04 09:28:00+00:00,162.33,162.33,162.33,162.33,162.33,1
89,2023-05-04 09:29:00+00:00,162.35,162.35,162.35,162.35,162.35,1
90,2023-05-04 09:30:00+00:00,162.35,162.35,162.35,162.35,162.35,0
91,2023-05-04 09:31:00+00:00,162.31,162.32,162.31,162.32,162.312,3
92,2023-05-04 09:32:00+00:00,162.32,162.32,162.32,162.32,162.32,0
93,2023-05-04 09:33:00+00:00,162.32,162.32,162.32,162.32,162.32,0
94,2023-05-04 09:34:00+00:00,162.32,162.32,162.32,162.32,162.32,0
95,2023-05-04 09:35:00+00:00,162.42,162.42,162.42,162.42,162.42,1
96,2023-05-04 09:36:00+00:00,162.42,162.42,162.42,162.42,162.42,0
97,2023-05-04 09:37:00+00:00,162.43,162.43,162.43,162.43,162.43,1
98,2023-05-04 09:38:00+00:00,162.39,162.39,162.39,162.39,162.39,1
99,2023-05-04 09:39:00+00:00,162.39,162.39,162.39,162.39,162.39,0
100,2023-05-04 09:40:00+00:00,162.45,162.45,162.44,162.44,162.448,2
101,2023-05-04 09:41:00+00:00,162.44,162.44,162.44,162.44,162.44,0
102,2023-05-04 09:42:00+00:00,162.44,162.46,162.44,162.46,162.449,2
103,2023-05-04 09:43:00+00:00,162.46,162.46,162.46,162.46,162.46,1
104,2023-05-04 09:44:00+00:00,162.46,162.46,162.46,162.46,162.46,0
105,2023-05-04 09:45:00+00:00,162.46,162.46,162.46,162.46,162.46,0
106,2023-05-04 09:46:00+00:00,162.46,162.46,162.46,162.46,162.46,0
107,2023-05-04 09:47:00+00:00,162.48,162.48,162.48,162.48,162.48,1
108,2023-05-04 09:48:00+00:00,162.41,162.44,162.32,162.32,162.396,8
109,2023-05-04 09:49:00+00:00,162.32,162.32,162.31,162.31,162.313,4
110,2023-05-04 09:50:00+00:00,162.33,162.33,162.28,162.28,162.294,5
111,2023-05-04 09:51:00+00:00,162.24,162.29,162.24,162.29,162.251,5
112,2023-05-04 09:52:00+00:00,162.25,162.25,162.2,162.2,162.233,2
113,2023-05-04 09:53:00+00:00,162.13,162.13,162.13,162.13,162.13,2
114,2023-05-04 09:54:00+00:00,162.15,162.15,162.15,162.15,162.15,1
115,2023-05-04 09:55:00+00:00,162.18,162.18,162.1,162.1,162.136,4
116,2023-05-04 09:56:00+00:00,162.1,162.1,162.1,162.1,162.1,0
117,2023-05-04 09:57:00+00:00,162.18,162.2,162.18,162.2,162.194,4
118,2023-05-04 09:58:00+00:00,162.2,162.2,162.2,162.2,162.2,0
119,2023-05-04 09:59:00+00:00,162.23,162.23,162.23,162.23,162.23,2
120,2023-05-04 10:00:00+00:00,162.26,162.28,162.26,162.27,162.268,5
121,2023-05-04 10:01:00+00:00,162.27,162.27,162.27,162.27,162.27,0
122,2023-05-04 10:02:00+00:00,162.28,162.28,162.28,162.28,162.28,1
123,2023-05-04 10:03:00+00:00,162.28,162.28,162.28,162.28,162.28,0
124,2023-05-04 10:04:00+00:00,162.21,162.21,162.1,162.11,162.174,9
125,2023-05-04 10:05:00+00:00,162.1,162.1,162.02,162.02,162.048,7
126,2023-05-04 10:06:00+00:00,162.04,162.04,161.98,161.98,162.002,10
127,2023-05-04 10:07:00+00:00,162.04,162.04,161.95,161.95,161.986,4
128,2023-05-04 10:08:00+00:00,161.97,161.97,161.9,161.9,161.926,11
129,2023-05-04 10:09:00+00:00,161.88,161.88,161.88,161.88,161.88,2
130,2023-05-04 10:10:00+00:00,161.82,161.85,161.82,161.85,161.843,4
131,2023-05-04 10:11:00+00:00,161.85,161.85,161.85,161.85,161.85,0
132,2023-05-04 10:12:00+00:00,161.81,161.81,161.8,161.8,161.807,3
133,2023-05-04 10:13:00+00:00,161.81,161.85,161.81,161.84,161.824,4
134,2023-05-04 10:14:00+00:00,161.85,162.06,161.85,162.04,161.935,4
135,2023-05-04 10:15:00+00:00,162.03,162.03,162.02,162.02,162.025,2
136,2023-05-04 10:16:00+00:00,161.87,161.87,161.87,161.87,161.87,2
137,2023-05-04 10:17:00+00:00,162.0,162.0,161.91,161.91,161.955,2
138,2023-05-04 10:18:00+00:00,161.97,161.97,161.97,161.97,161.97,2
139,2023-05-04 10:19:00+00:00,162.05,162.05,162.05,162.05,162.05,2
140,2023-05-04 10:20:00+00:00,162.06,162.06,162.06,162.06,162.06,1
141,2023-05-04 10:21:00+00:00,162.05,162.14,162.05,162.14,162.08,5
142,2023-05-04 10:22:00+00:00,162.2,162.2,162.19,162.19,162.197,3
143,2023-05-04 10:23:00+00:00,162.27,162.3,162.27,162.3,162.281,2
144,2023-05-04 10:24:00+00:00,162.3,162.3,162.3,162.3,162.3,0
145,2023-05-04 10:25:00+00:00,162.24,162.24,162.21,162.21,162.225,2
146,2023-05-04 10:26:00+00:00,162.21,162.21,162.21,162.21,162.21,1
147,2023-05-04 10:27:00+00:00,162.21,162.21,162.21,162.21,162.21,0
148,2023-05-04 10:28:00+00:00,162.21,162.21,162.21,162.21,162.21,0
149,2023-05-04 10:29:00+00:00,162.2,162.2,162.2,162.2,162.2,1
150,2023-05-04 10:30:00+00:00,162.2,162.2,162.2,162.2,162.2,0
151,2023-05-04 10:31:00+00:00,162.12,162.12,162.12,162.12,162.12,1
152,2023-05-04 10:32:00+00:00,162.15,162.19,162.15,162.19,162.176,2
153,2023-05-04 10:33:00+00:00,162.19,162.19,162.19,162.19,162.19,0
154,2023-05-04 10:34:00+00:00,162.18,162.2,162.18,162.2,162.188,3
155,2023-05-04 10:35:00+00:00,162.27,162.28,162.27,162.28,162.273,2
156,2023-05-04 10:36:00+00:00,162.19,162.19,162.18,162.18,162.181,2
157,2023-05-04 10:37:00+00:00,162.24,162.24,162.24,162.24,162.24,1
158,2023-05-04 10:38:00+00:00,162.23,162.23,162.23,162.23,162.23,1
159,2023-05-04 10:39:00+00:00,162.23,162.23,162.23,162.23,162.23,1
160,2023-05-04 10:40:00+00:00,162.23,162.23,162.23,162.23,162.23,0
161,2023-05-04 10:41:00+00:00,162.13,162.15,162.13,162.15,162.138,2
162,2023-05-04 10:42:00+00:00,162.0,162.0,162.0,162.0,162.0,2
163,2023-05-04 10:43:00+00:00,162.0,162.04,161.88,161.88,161.943,5
164,2023-05-04 10:44:00+00:00,161.89,161.91,161.89,161.91,161.908,4
165,2023-05-04 10:45:00+00:00,161.89,161.89,161.89,161.89,161.89,1
166,2023-05-04 10:46:00+00:00,161.89,161.89,161.89,161.89,161.89,1
167,2023-05-04 10:47:00+00:00,161.9,161.9,161.9,161.9,161.9,1
168,2023-05-04 10:48:00+00:00,161.9,161.9,161.9,161.9,161.9,2
169,2023-05-04 10:49:00+00:00,161.9,161.9,161.84,161.84,161.862,3
170,2023-05-04 10:50:00+00:00,161.83,161.9,161.83,161.85,161.856,5
171,2023-05-04 10:51:00+00:00,161.98,161.98,161.98,161.98,161.98,1
172,2023-05-04 10:52:00+00:00,162.05,162.05,162.05,162.05,162.05,1
173,2023-05-04 10:53:00+00:00,162.05,162.05,162.05,162.05,162.05,1
174,2023-05-04 10:54:00+00:00,162.05,162.05,162.0,162.0,162.01,8
175,2023-05-04 10:55:00+00:00,161.98,162.06,161.95,162.06,161.992,3
176,2023-05-04 10:56:00+00:00,162.06,162.06,162.06,162.06,162.06,0
177,2023-05-04 10:57:00+00:00,162.06,162.06,162.06,162.06,162.06,0
178,2023-05-04 10:58:00+00:00,162.0,162.0,162.0,162.0,162.0,1
179,2023-05-04 10:59:00+00:00,162.07,162.07,162.07,162.07,162.07,1
180,2023-05-04 11:00:00+00:00,162.0,162.23,162.0,162.17,162.113,34
181,2023-05-04 11:01:00+00:00,162.11,162.2,162.11,162.2,162.147,7
182,2023-05-04 11:02:00+00:00,162.15,162.15,162.06,162.06,162.101,15
183,2023-05-04 11:03:00+00:00,162.02,162.02,161.89,161.89,161.967,17
184,2023-05-04 11:04:00+00:00,161.92,161.96,161.91,161.96,161.925,7
185,2023-05-04 11:05:00+00:00,161.92,162.0,161.9,162.0,161.924,13
186,2023-05-04 11:06:00+00:00,161.91,161.91,161.85,161.85,161.881,10
187,2023-05-04 11:07:00+00:00,161.85,161.85,161.71,161.79,161.785,34
188,2023-05-04 11:08:00+00:00,161.8,161.8,161.8,161.8,161.8,1
189,2023-05-04 11:09:00+00:00,161.81,161.81,161.8,161.8,161.806,5
190,2023-05-04 11:10:00+00:00,161.75,161.75,161.75,161.75,161.75,1
191,2023-05-04 11:11:00+00:00,161.74,161.74,161.63,161.63,161.697,11
192,2023-05-04 11:12:00+00:00,161.61,161.65,161.58,161.62,161.619,15
193,2023-05-04 11:13:00+00:00,161.6,161.65,161.6,161.65,161.62,2
194,2023-05-04 11:14:00+00:00,161.74,161.88,161.74,161.88,161.855,7
195,2023-05-04 11:15:00+00:00,161.84,161.84,161.84,161.84,161.84,2
196,2023-05-04 11:16:00+00:00,161.84,161.84,161.84,161.84,161.84,0
197,2023-05-04 11:17:00+00:00,161.91,161.94,161.91,161.93,161.931,8
198,2023-05-04 11:18:00+00:00,161.93,161.93,161.85,161.85,161.893,8
199,2023-05-04 11:19:00+00:00,161.8,161.8,161.8,161.8,161.8,1
200,2023-05-04 11:20:00+00:00,161.8,161.8,161.8,161.8,161.8,0
201,2023-05-04 11:21:00+00:00,161.84,161.85,161.84,161.85,161.843,2
202,2023-05-04 11:22:00+00:00,161.89,161.89,161.87,161.87,161.885,2
203,2023-05-04 11:23:00+00:00,161.87,161.94,161.87,161.94,161.923,2
204,2023-05-04 11:24:00+00:00,161.9,162.01,161.9,162.0,161.971,20
205,2023-05-04 11:25:00+00:00,162.0,162.0,161.91,161.91,161.941,5
206,2023-05-04 11:26:00+00:00,161.9,161.9,161.8,161.8,161.86,15
207,2023-05-04 11:27:00+00:00,161.85,161.85,161.8,161.8,161.826,3
208,2023-05-04 11:28:00+00:00,161.8,161.8,161.8,161.8,161.8,0
209,2023-05-04 11:29:00+00:00,161.8,161.8,161.8,161.8,161.8,0
210,2023-05-04 11:30:00+00:00,161.95,161.99,161.95,161.99,161.98,9
211,2023-05-04 11:31:00+00:00,162.0,162.01,161.96,161.96,162.003,3
212,2023-05-04 11:32:00+00:00,161.97,161.97,161.96,161.96,161.968,5
213,2023-05-04 11:33:00+00:00,161.99,161.99,161.99,161.99,161.99,1
214,2023-05-04 11:34:00+00:00,161.99,161.99,161.99,161.99,161.99,0
215,2023-05-04 11:35:00+00:00,161.98,161.98,161.98,161.98,161.98,1
216,2023-05-04 11:36:00+00:00,161.99,161.99,161.99,161.99,161.99,1
217,2023-05-04 11:37:00+00:00,161.99,161.99,161.99,161.99,161.99,0
218,2023-05-04 11:38:00+00:00,162.0,162.04,162.0,162.04,162.007,6
219,2023-05-04 11:39:00+00:00,162.01,162.01,162.01,162.01,162.01,4
220,2023-05-04 11:40:00+00:00,162.0,162.0,161.95,161.95,161.981,10
221,2023-05-04 11:41:00+00:00,161.93,161.93,161.81,161.81,161.9,6
222,2023-05-04 11:42:00+00:00,161.84,161.84,161.76,161.77,161.809,3
223,2023-05-04 11:43:00+00:00,161.8,161.87,161.8,161.87,161.838,7
224,2023-05-04 11:44:00+00:00,161.87,161.87,161.87,161.87,161.87,0
225,2023-05-04 11:45:00+00:00,161.9,161.9,161.88,161.9,161.885,11
226,2023-05-04 11:46:00+00:00,161.95,161.95,161.95,161.95,161.95,4
227,2023-05-04 11:47:00+00:00,161.98,162.14,161.98,162.08,162.068,19
228,2023-05-04 11:48:00+00:00,162.1,162.1,162.1,162.1,162.1,2
229,2023-05-04 11:49:00+00:00,162.08,162.08,162.07,162.07,162.075,3
230,2023-05-04 11:50:00+00:00,162.07,162.07,162.0,162.0,162.027,6
231,2023-05-04 11:51:00+00:00,161.97,161.97,161.97,161.97,161.97,1
232,2023-05-04 11:52:00+00:00,161.97,161.97,161.97,161.97,161.97,2
233,2023-05-04 11:53:00+00:00,161.91,161.91,161.9,161.9,161.901,6
234,2023-05-04 11:54:00+00:00,161.9,161.9,161.85,161.85,161.876,3
235,2023-05-04 11:55:00+00:00,161.85,161.85,161.85,161.85,161.85,1
236,2023-05-04 11:56:00+00:00,161.85,161.85,161.85,161.85,161.85,0
237,2023-05-04 11:57:00+00:00,161.9,161.9,161.9,161.9,161.9,2
238,2023-05-04 11:58:00+00:00,161.89,161.89,161.89,161.89,161.89,8
239,2023-05-04 11:59:00+00:00,161.91,161.92,161.91,161.92,161.915,2
240,2023-05-04 12:00:00+00:00,162.15,162.3,161.6,161.95,161.9,270
241,2023-05-04 12:01:00+00:00,160.58,162.97,160.58,161.84,162.066,48
242,2023-05-04 12:02:00+00:00,162.06,162.97,161.8,161.87,161.957,45
243,2023-05-04 12:03:00+00:00,161.87,161.94,161.87,161.91,161.886,6
244,2023-05-04 12:04:00+00:00,161.95,162.0,161.93,162.0,161.955,21
245,2023-05-04 12:05:00+00:00,162.0,162.05,161.99,162.05,162.033,9
246,2023-05-04 12:06:00+00:00,162.0,162.05,162.0,162.03,162.019,10
247,2023-05-04 12:07:00+00:00,161.97,162.0,161.81,161.81,161.885,23
248,2023-05-04 12:08:00+00:00,161.8,161.9,161.8,161.9,161.826,7
249,2023-05-04 12:09:00+00:00,161.85,161.9,161.8,161.9,161.84,10
250,2023-05-04 12:10:00+00:00,161.82,161.82,161.82,161.82,161.82,4
251,2023-05-04 12:11:00+00:00,161.89,161.89,161.89,161.89,161.89,5
252,2023-05-04 12:12:00+00:00,161.87,161.88,161.87,161.87,161.87,5
253,2023-05-04 12:13:00+00:00,161.9,162.0,161.88,162.0,161.94,7
254,2023-05-04 12:14:00+00:00,162.04,162.1,162.0,162.0,162.062,16
255,2023-05-04 12:15:00+00:00,162.14,162.14,162.0,162.0,162.051,7
256,2023-05-04 12:16:00+00:00,162.0,162.05,162.0,162.03,162.037,5
257,2023-05-04 12:17:00+00:00,162.0,162.07,161.99,161.99,162.004,11
258,2023-05-04 12:18:00+00:00,161.91,161.91,161.62,161.62,161.753,51
259,2023-05-04 12:19:00+00:00,161.65,161.8,161.65,161.8,161.724,18
260,2023-05-04 12:20:00+00:00,161.84,161.87,161.82,161.82,161.84,3
261,2023-05-04 12:21:00+00:00,161.82,161.84,161.82,161.84,161.837,4
262,2023-05-04 12:22:00+00:00,161.82,161.9,161.82,161.9,161.857,5
263,2023-05-04 12:23:00+00:00,161.92,161.95,161.92,161.95,161.949,4
264,2023-05-04 12:24:00+00:00,161.93,161.95,161.85,161.95,161.93,11
265,2023-05-04 12:25:00+00:00,161.95,162.0,161.91,161.91,161.969,10
266,2023-05-04 12:26:00+00:00,161.93,162.03,161.93,162.03,161.983,15
267,2023-05-04 12:27:00+00:00,162.03,162.05,161.93,162.05,162.04,13
268,2023-05-04 12:28:00+00:00,162.05,162.07,162.0,162.0,162.047,17
269,2023-05-04 12:29:00+00:00,162.07,162.07,161.93,161.95,162.005,8
270,2023-05-04 12:30:00+00:00,161.95,162.2,161.8,162.04,161.984,40
271,2023-05-04 12:31:00+00:00,162.11,162.16,162.1,162.11,162.122,12
272,2023-05-04 12:32:00+00:00,162.04,162.56,162.04,162.53,162.348,60
273,2023-05-04 12:33:00+00:00,162.5,162.58,162.49,162.5,162.538,46
274,2023-05-04 12:34:00+00:00,162.41,162.41,162.2,162.31,162.23,29
275,2023-05-04 12:35:00+00:00,162.24,162.3,162.12,162.3,162.201,15
276,2023-05-04 12:36:00+00:00,162.39,162.52,162.34,162.35,162.394,15
277,2023-05-04 12:37:00+00:00,162.39,162.5,162.35,162.5,162.424,25
278,2023-05-04 12:38:00+00:00,162.53,162.97,162.52,162.96,162.71,65
279,2023-05-04 12:39:00+00:00,162.96,162.99,162.71,162.78,162.885,63
280,2023-05-04 12:40:00+00:00,162.72,162.78,162.65,162.78,162.719,34
281,2023-05-04 12:41:00+00:00,162.75,162.9,162.72,162.8,162.778,21
282,2023-05-04 12:42:00+00:00,162.8,162.8,162.63,162.63,162.672,23
283,2023-05-04 12:43:00+00:00,162.63,162.78,162.61,162.78,162.685,18
284,2023-05-04 12:44:00+00:00,162.68,162.74,162.65,162.7,162.7,10
285,2023-05-04 12:45:00+00:00,162.66,162.66,162.52,162.52,162.581,17
286,2023-05-04 12:46:00+00:00,162.51,162.61,162.51,162.61,162.537,14
287,2023-05-04 12:47:00+00:00,162.69,162.69,162.6,162.67,162.666,7
288,2023-05-04 12:48:00+00:00,162.65,162.68,162.51,162.53,162.605,20
289,2023-05-04 12:49:00+00:00,162.55,162.65,162.55,162.65,162.578,14
290,2023-05-04 12:50:00+00:00,162.65,162.7,162.62,162.7,162.656,15
291,2023-05-04 12:51:00+00:00,162.55,162.72,162.55,162.72,162.661,12
292,2023-05-04 12:52:00+00:00,162.7,162.7,162.59,162.59,162.658,5
293,2023-05-04 12:53:00+00:00,162.65,162.91,162.64,162.82,162.789,44
294,2023-05-04 12:54:00+00:00,162.89,163.0,162.82,162.86,162.953,31
295,2023-05-04 12:55:00+00:00,162.86,163.0,162.86,163.0,162.938,21
296,2023-05-04 12:56:00+00:00,162.95,163.0,162.86,162.96,162.936,66
297,2023-05-04 12:57:00+00:00,162.85,162.92,162.82,162.9,162.862,16
298,2023-05-04 12:58:00+00:00,162.82,162.9,162.82,162.85,162.87,9
299,2023-05-04 12:59:00+00:00,162.85,162.86,162.7,162.72,162.796,37
300,2023-05-04 13:00:00+00:00,162.76,162.88,162.75,162.88,162.832,25
301,2023-05-04 13:01:00+00:00,162.92,163.0,162.9,162.91,162.989,76
302,2023-05-04 13:02:00+00:00,162.92,162.94,162.82,162.93,162.871,13
303,2023-05-04 13:03:00+00:00,162.92,162.96,162.8,162.8,162.879,19
304,2023-05-04 13:04:00+00:00,162.8,162.85,162.78,162.8,162.799,14
305,2023-05-04 13:05:00+00:00,162.85,162.88,162.82,162.87,162.852,13
306,2023-05-04 13:06:00+00:00,162.83,162.89,162.82,162.86,162.836,18
307,2023-05-04 13:07:00+00:00,162.9,162.94,162.9,162.94,162.909,16
308,2023-05-04 13:08:00+00:00,162.92,162.92,162.81,162.9,162.865,23
309,2023-05-04 13:09:00+00:00,162.86,162.89,162.77,162.79,162.844,31
310,2023-05-04 13:10:00+00:00,162.85,162.85,162.7,162.8,162.755,27
311,2023-05-04 13:11:00+00:00,162.83,162.85,162.8,162.8,162.833,13
312,2023-05-04 13:12:00+00:00,162.83,162.83,162.7,162.7,162.735,19
313,2023-05-04 13:13:00+00:00,162.76,162.76,162.6,162.65,162.648,33
314,2023-05-04 13:14:00+00:00,162.68,162.68,162.62,162.62,162.632,18
315,2023-05-04 13:15:00+00:00,162.63,162.7,162.63,162.7,162.648,10
316,2023-05-04 13:16:00+00:00,162.69,162.7,162.64,162.65,162.68,11
317,2023-05-04 13:17:00+00:00,162.65,162.67,162.63,162.66,162.646,7
318,2023-05-04 13:18:00+00:00,162.66,162.72,162.64,162.7,162.695,22
319,2023-05-04 13:19:00+00:00,162.7,162.72,162.7,162.7,162.706,9
320,2023-05-04 13:20:00+00:00,162.7,162.73,162.68,162.71,162.705,17
321,2023-05-04 13:21:00+00:00,162.72,162.75,162.71,162.71,162.726,5
322,2023-05-04 13:22:00+00:00,162.7,162.75,162.69,162.74,162.712,17
323,2023-05-04 13:23:00+00:00,162.75,162.85,162.75,162.82,162.798,17
324,2023-05-04 13:24:00+00:00,162.84,162.9,162.84,162.87,162.881,27
325,2023-05-04 13:25:00+00:00,162.88,162.9,162.84,162.85,162.865,33
326,2023-05-04 13:26:00+00:00,162.9,162.9,162.85,162.89,162.893,28
327,2023-05-04 13:27:00+00:00,162.9,163.25,162.85,162.9,162.98,162
328,2023-05-04 13:28:00+00:00,162.93,162.93,162.7,162.73,162.785,40
329,2023-05-04 13:29:00+00:00,162.7,162.76,162.66,162.76,162.732,27
330,2023-05-04 13:30:00+00:00,162.71,162.86,161.85,162.06,162.452,2253
331,2023-05-04 13:31:00+00:00,162.06,162.08,161.24,161.38,161.667,1999
332,2023-05-04 13:32:00+00:00,161.37,161.6,161.11,161.16,161.3,1508
333,2023-05-04 13:33:00+00:00,161.21,162.1,161.12,161.76,161.82,1933
334,2023-05-04 13:34:00+00:00,161.78,162.41,161.0,162.14,161.728,2267
335,2023-05-04 13:35:00+00:00,162.13,162.5,161.8,161.81,162.184,1559
336,2023-05-04 13:36:00+00:00,161.81,162.27,161.66,162.12,162.062,995
337,2023-05-04 13:37:00+00:00,162.08,162.95,162.08,162.56,162.6,1988
338,2023-05-04 13:38:00+00:00,162.56,162.72,162.25,162.37,162.473,1098
339,2023-05-04 13:39:00+00:00,162.37,162.58,162.15,162.38,162.356,1022
