,Unnamed: 0.1,Unnamed: 0,date,open,high,low,close,volume
57,57,57,2023-05-24 22:13:00+00:00,171.51,171.65,171.51,171.65,798.0
58,58,58,2023-05-24 22:14:00+00:00,171.55,171.69,171.51,171.63,550.0
59,59,59,2023-05-24 22:15:00+00:00,171.51,171.62,171.51,171.52,1029.0
60,60,60,2023-05-24 22:16:00+00:00,171.59,171.6,171.59,171.6,316.0
61,61,61,2023-05-24 22:17:00+00:00,171.54,171.57,171.5,171.5,1076.0
62,62,62,2023-05-24 22:18:00+00:00,171.52,171.52,171.5,171.5,684.0
63,63,63,2023-05-24 22:19:00+00:00,171.55,171.57,171.55,171.56,200.0
64,64,64,2023-05-24 22:20:00+00:00,171.62,171.62,171.5,171.5,1480.0
65,65,65,2023-05-24 22:21:00+00:00,171.5,171.5,171.37,171.41,3473.0
66,66,66,2023-05-24 22:22:00+00:00,171.41,171.5,171.3,171.49,11427.0
67,67,67,2023-05-24 22:23:00+00:00,171.33,171.35,171.33,171.33,1376.0
68,68,68,2023-05-24 22:24:00+00:00,171.32,171.33,171.3,171.3,404.0
69,69,69,2023-05-24 22:25:00+00:00,171.3,171.33,171.25,171.33,1828.0
70,70,70,2023-05-24 22:26:00+00:00,171.26,171.26,171.22,171.22,700.0
71,71,71,2023-05-24 22:27:00+00:00,171.26,171.26,171.26,171.26,289.0
72,72,72,2023-05-24 22:28:00+00:00,171.26,171.37,171.25,171.37,7191.0
73,73,73,2023-05-24 22:29:00+00:00,171.32,171.33,171.31,171.31,2017.0
74,74,74,2023-05-24 22:30:00+00:00,171.38,171.38,171.31,171.31,598.0
75,75,75,2023-05-24 22:31:00+00:00,171.32,171.4,171.32,171.4,2000.0
76,76,76,2023-05-24 22:32:00+00:00,171.4,171.4,171.35,171.35,600.0
77,77,77,2023-05-24 22:33:00+00:00,171.33,171.33,171.3,171.3,1771.0
78,78,78,2023-05-24 22:34:00+00:00,171.31,171.31,171.28,171.28,1508.0
79,79,79,2023-05-24 22:35:00+00:00,171.28,171.28,171.26,171.26,319.0
80,80,80,2023-05-24 22:36:00+00:00,171.22,171.23,171.1,171.1,3022.0
81,81,81,2023-05-24 22:37:00+00:00,171.1,171.17,171.0,171.16,6390.0
82,82,82,2023-05-24 22:38:00+00:00,171.12,171.12,171.02,171.09,813.0
83,83,83,2023-05-24 22:39:00+00:00,171.09,171.09,171.0,171.07,5613.0
84,84,84,2023-05-24 22:40:00+00:00,171.06,171.1,171.06,171.1,1641.0
85,85,85,2023-05-24 22:41:00+00:00,171.15,171.17,171.11,171.17,500.0
86,86,86,2023-05-24 22:42:00+00:00,171.18,171.18,171.11,171.17,1273.0
87,87,87,2023-05-24 22:43:00+00:00,171.16,171.18,171.16,171.18,1087.0
88,88,88,2023-05-24 22:44:00+00:00,171.2,171.2,171.2,171.2,100.0
89,89,89,2023-05-24 22:45:00+00:00,171.14,171.14,171.14,171.14,200.0
90,90,90,2023-05-24 22:46:00+00:00,171.14,171.14,171.14,171.14,229.0
91,91,91,2023-05-24 22:47:00+00:00,171.15,171.19,171.12,171.12,680.0
92,92,92,2023-05-24 22:48:00+00:00,171.15,171.15,171.11,171.11,1016.0
93,93,93,2023-05-24 22:49:00+00:00,171.1,171.1,171.1,171.1,1395.0
94,94,94,2023-05-24 22:50:00+00:00,171.15,171.18,171.15,171.18,1270.0
95,95,95,2023-05-24 22:51:00+00:00,171.18,171.25,171.12,171.12,2773.0
96,96,96,2023-05-24 22:52:00+00:00,171.15,171.15,171.12,171.12,435.0
97,97,97,2023-05-24 22:53:00+00:00,171.13,171.15,171.12,171.15,2194.0
98,98,98,2023-05-24 22:54:00+00:00,171.19,171.19,171.15,171.19,1280.0
99,99,99,2023-05-24 22:55:00+00:00,171.17,171.17,171.17,171.17,146.0
100,100,100,2023-05-24 22:56:00+00:00,171.14,171.28,171.11,171.12,2569.0
101,101,101,2023-05-24 22:57:00+00:00,171.17,171.17,171.17,171.17,200.0
102,102,102,2023-05-24 22:58:00+00:00,171.12,171.13,171.11,171.13,634.0
103,103,103,2023-05-24 22:59:00+00:00,171.17,171.17,171.03,171.04,8178.0
104,104,104,2023-05-24 23:00:00+00:00,171.18,171.18,171.18,171.18,291.0
105,105,105,2023-05-24 23:01:00+00:00,171.06,171.08,171.02,171.04,2222.0
106,106,106,2023-05-24 23:02:00+00:00,171.04,171.05,171.04,171.05,500.0
107,107,107,2023-05-24 23:03:00+00:00,171.01,171.01,171.0,171.0,519.0
108,108,108,2023-05-24 23:04:00+00:00,171.0,171.0,171.0,171.0,1291.0
109,109,109,2023-05-24 23:05:00+00:00,171.07,171.07,171.07,171.07,850.0
110,110,110,2023-05-24 23:06:00+00:00,171.07,171.07,171.07,171.07,129.0
111,111,111,2023-05-24 23:07:00+00:00,171.04,171.06,171.0,171.0,4740.0
112,112,112,2023-05-24 23:08:00+00:00,171.01,171.01,171.0,171.0,2109.0
113,113,113,2023-05-24 23:09:00+00:00,171.0,171.02,170.9,171.02,2660.0
114,114,114,2023-05-24 23:10:00+00:00,171.0,171.03,170.99,171.03,1291.0
115,115,115,2023-05-24 23:11:00+00:00,171.02,171.02,170.95,170.95,1174.0
116,116,116,2023-05-24 23:12:00+00:00,170.97,171.0,170.97,170.97,732.0
117,117,117,2023-05-24 23:13:00+00:00,170.98,171.0,170.98,171.0,200.0
118,118,118,2023-05-24 23:14:00+00:00,170.99,171.0,170.99,171.0,858.0
119,119,119,2023-05-24 23:15:00+00:00,171.01,171.02,171.01,171.02,556.0
120,120,120,2023-05-24 23:16:00+00:00,171.01,171.06,171.0,171.0,1660.0
121,121,121,2023-05-24 23:17:00+00:00,170.99,171.0,170.96,170.96,906.0
122,122,122,2023-05-24 23:18:00+00:00,170.95,170.96,170.87,170.88,988.0
123,123,123,2023-05-24 23:19:00+00:00,170.89,170.94,170.89,170.94,200.0
124,124,124,2023-05-24 23:20:00+00:00,170.88,170.88,170.87,170.87,219.0
125,125,125,2023-05-24 23:21:00+00:00,170.88,170.88,170.88,170.88,100.0
126,126,126,2023-05-24 23:22:00+00:00,170.9,170.9,170.9,170.9,100.0
127,127,127,2023-05-24 23:23:00+00:00,170.9,170.93,170.9,170.93,494.0
128,128,128,2023-05-24 23:24:00+00:00,170.9,170.94,170.9,170.9,1275.0
129,129,129,2023-05-24 23:25:00+00:00,170.89,170.89,170.85,170.86,2326.0
130,130,130,2023-05-24 23:26:00+00:00,170.91,170.94,170.91,170.94,1867.0
131,131,131,2023-05-24 23:27:00+00:00,170.87,170.94,170.87,170.94,1050.0
132,132,132,2023-05-24 23:28:00+00:00,170.87,170.95,170.87,170.95,1286.0
133,133,133,2023-05-24 23:29:00+00:00,170.89,170.95,170.88,170.88,1432.0
134,134,134,2023-05-24 23:30:00+00:00,170.88,170.88,170.84,170.88,2395.0
135,135,135,2023-05-24 23:31:00+00:00,170.88,170.88,170.88,170.88,0.0
136,136,136,2023-05-24 23:32:00+00:00,170.93,170.95,170.93,170.95,1027.0
137,137,137,2023-05-24 23:33:00+00:00,170.95,170.95,170.93,170.95,1437.0
138,138,138,2023-05-24 23:34:00+00:00,170.96,170.96,170.96,170.96,300.0
139,139,139,2023-05-24 23:35:00+00:00,170.95,170.96,170.95,170.96,855.0
140,140,140,2023-05-24 23:36:00+00:00,171.0,171.0,171.0,171.0,123.0
141,141,141,2023-05-24 23:37:00+00:00,170.99,171.04,170.99,171.04,1121.0
142,142,142,2023-05-24 23:38:00+00:00,171.04,171.04,171.04,171.04,0.0
143,143,143,2023-05-24 23:39:00+00:00,171.1,171.11,171.1,171.11,804.0
144,144,144,2023-05-24 23:40:00+00:00,171.1,171.15,171.1,171.1,1008.0
145,145,145,2023-05-24 23:41:00+00:00,171.1,171.1,171.1,171.1,400.0
146,146,146,2023-05-24 23:42:00+00:00,171.11,171.11,171.08,171.11,2783.0
147,147,147,2023-05-24 23:43:00+00:00,171.15,171.15,171.14,171.14,700.0
148,148,148,2023-05-24 23:44:00+00:00,171.1,171.14,171.1,171.14,940.0
149,149,149,2023-05-24 23:45:00+00:00,171.13,171.13,171.07,171.07,1398.0
150,150,150,2023-05-24 23:46:00+00:00,171.07,171.07,171.05,171.05,2684.0
151,151,151,2023-05-24 23:47:00+00:00,171.07,171.09,171.07,171.09,479.0
152,152,152,2023-05-24 23:48:00+00:00,171.07,171.07,171.02,171.02,516.0
153,153,153,2023-05-24 23:49:00+00:00,171.04,171.04,171.02,171.02,425.0
154,154,154,2023-05-24 23:50:00+00:00,171.05,171.1,171.05,171.1,446.0
155,155,155,2023-05-24 23:51:00+00:00,171.07,171.07,171.05,171.05,1056.0
156,156,156,2023-05-24 23:52:00+00:00,171.05,171.05,170.95,171.0,3355.0
157,157,157,2023-05-24 23:53:00+00:00,170.96,170.96,170.95,170.95,500.0
158,158,158,2023-05-24 23:54:00+00:00,170.96,170.96,170.93,170.93,700.0
159,159,159,2023-05-24 23:55:00+00:00,170.96,170.96,170.93,170.93,941.0
160,160,160,2023-05-24 23:56:00+00:00,170.93,170.96,170.92,170.96,2158.0
161,161,161,2023-05-24 23:57:00+00:00,171.03,171.05,171.0,171.0,953.0
162,162,162,2023-05-24 23:58:00+00:00,170.95,171.0,170.94,171.0,2278.0
163,163,163,2023-05-24 23:59:00+00:00,170.94,171.0,170.94,171.0,5400.0
164,164,164,2023-05-25 08:00:00+00:00,171.37,171.47,171.37,171.45,575.0
165,165,165,2023-05-25 08:01:00+00:00,171.47,171.47,171.42,171.42,3492.0
166,166,166,2023-05-25 08:02:00+00:00,171.44,171.57,171.42,171.42,3373.0
167,167,167,2023-05-25 08:03:00+00:00,171.42,171.53,171.42,171.53,1215.0
168,168,168,2023-05-25 08:04:00+00:00,171.6,171.65,171.6,171.65,1005.0
169,169,169,2023-05-25 08:05:00+00:00,171.64,171.69,171.64,171.69,4400.0
170,170,170,2023-05-25 08:06:00+00:00,171.69,171.69,171.69,171.69,0.0
171,171,171,2023-05-25 08:07:00+00:00,171.69,171.69,171.69,171.69,0.0
172,172,172,2023-05-25 08:08:00+00:00,171.68,171.68,171.62,171.62,870.0
173,173,173,2023-05-25 08:09:00+00:00,171.77,171.8,171.77,171.8,530.0
174,174,174,2023-05-25 08:10:00+00:00,171.58,171.58,171.58,171.58,371.0
175,175,175,2023-05-25 08:11:00+00:00,171.58,171.7,171.58,171.7,356.0
176,176,176,2023-05-25 08:12:00+00:00,171.59,171.59,171.59,171.59,116.0
177,177,177,2023-05-25 08:13:00+00:00,171.72,171.75,171.72,171.75,700.0
178,178,178,2023-05-25 08:14:00+00:00,171.73,171.74,171.61,171.61,600.0
179,179,179,2023-05-25 08:15:00+00:00,171.61,171.65,171.61,171.65,810.0
180,180,180,2023-05-25 08:16:00+00:00,171.65,171.7,171.65,171.7,998.0
181,181,181,2023-05-25 08:17:00+00:00,171.75,171.75,171.72,171.72,1632.0
182,182,182,2023-05-25 08:18:00+00:00,171.7,171.7,171.7,171.7,493.0
183,183,183,2023-05-25 08:19:00+00:00,171.7,171.7,171.69,171.7,1050.0
184,184,184,2023-05-25 08:20:00+00:00,171.62,171.7,171.62,171.7,854.0
185,185,185,2023-05-25 08:21:00+00:00,171.73,171.74,171.73,171.73,815.0
186,186,186,2023-05-25 08:22:00+00:00,171.73,171.73,171.73,171.73,0.0
187,187,187,2023-05-25 08:23:00+00:00,171.6,171.61,171.6,171.61,606.0
188,188,188,2023-05-25 08:24:00+00:00,171.61,171.61,171.61,171.61,0.0
189,189,189,2023-05-25 08:25:00+00:00,171.61,171.61,171.61,171.61,0.0
190,190,190,2023-05-25 08:26:00+00:00,171.58,171.65,171.58,171.65,427.0
191,191,191,2023-05-25 08:27:00+00:00,171.65,171.65,171.65,171.65,0.0
192,192,192,2023-05-25 08:28:00+00:00,171.58,171.58,171.58,171.58,2100.0
193,193,193,2023-05-25 08:29:00+00:00,171.58,171.58,171.58,171.58,0.0
194,194,194,2023-05-25 08:30:00+00:00,171.58,171.58,171.58,171.58,0.0
195,195,195,2023-05-25 08:31:00+00:00,171.58,171.58,171.58,171.58,0.0
196,196,196,2023-05-25 08:32:00+00:00,171.58,171.58,171.58,171.58,0.0
197,197,197,2023-05-25 08:33:00+00:00,171.58,171.58,171.58,171.58,0.0
198,198,198,2023-05-25 08:34:00+00:00,171.58,171.58,171.58,171.58,0.0
199,199,199,2023-05-25 08:35:00+00:00,171.58,171.58,171.58,171.58,0.0
200,200,200,2023-05-25 08:36:00+00:00,171.58,171.58,171.58,171.58,0.0
201,201,201,2023-05-25 08:37:00+00:00,171.58,171.58,171.58,171.58,0.0
202,202,202,2023-05-25 08:38:00+00:00,171.6,171.6,171.6,171.6,252.0
203,203,203,2023-05-25 08:39:00+00:00,171.41,171.49,171.41,171.47,440.0
204,204,204,2023-05-25 08:40:00+00:00,171.5,171.54,171.5,171.54,1080.0
205,205,205,2023-05-25 08:41:00+00:00,171.54,171.54,171.54,171.54,2262.0
206,206,206,2023-05-25 08:42:00+00:00,171.54,171.54,171.54,171.54,0.0
207,207,207,2023-05-25 08:43:00+00:00,171.5,171.5,171.5,171.5,266.0
208,208,208,2023-05-25 08:44:00+00:00,171.52,171.53,171.52,171.53,210.0
209,209,209,2023-05-25 08:45:00+00:00,171.58,171.58,171.58,171.58,120.0
210,210,210,2023-05-25 08:46:00+00:00,171.58,171.58,171.58,171.58,0.0
211,211,211,2023-05-25 08:47:00+00:00,171.55,171.55,171.55,171.55,200.0
212,212,212,2023-05-25 08:48:00+00:00,171.55,171.55,171.55,171.55,0.0
213,213,213,2023-05-25 08:49:00+00:00,171.55,171.55,171.55,171.55,0.0
214,214,214,2023-05-25 08:50:00+00:00,171.54,171.71,171.53,171.71,1029.0
215,215,215,2023-05-25 08:51:00+00:00,171.71,171.71,171.71,171.71,0.0
216,216,216,2023-05-25 08:52:00+00:00,171.58,171.58,171.58,171.58,927.0
217,217,217,2023-05-25 08:53:00+00:00,171.6,171.6,171.6,171.6,174.0
218,218,218,2023-05-25 08:54:00+00:00,171.67,171.68,171.59,171.64,1136.0
219,219,219,2023-05-25 08:55:00+00:00,171.59,171.59,171.59,171.59,320.0
220,220,220,2023-05-25 08:56:00+00:00,171.59,171.59,171.59,171.59,171.0
221,221,221,2023-05-25 08:57:00+00:00,171.63,171.64,171.59,171.64,550.0
222,222,222,2023-05-25 08:58:00+00:00,171.64,171.64,171.64,171.64,346.0
223,223,223,2023-05-25 08:59:00+00:00,171.64,171.64,171.64,171.64,200.0
224,224,224,2023-05-25 09:00:00+00:00,171.72,171.72,171.69,171.69,250.0
225,225,225,2023-05-25 09:01:00+00:00,171.68,171.68,171.68,171.68,587.0
226,226,226,2023-05-25 09:02:00+00:00,171.68,171.68,171.68,171.68,549.0
227,227,227,2023-05-25 09:03:00+00:00,171.69,171.71,171.69,171.71,580.0
228,228,228,2023-05-25 09:04:00+00:00,171.71,171.74,171.65,171.7,1530.0
229,229,229,2023-05-25 09:05:00+00:00,171.7,171.75,171.63,171.75,2732.0
230,230,230,2023-05-25 09:06:00+00:00,171.74,171.75,171.74,171.74,521.0
231,231,231,2023-05-25 09:07:00+00:00,171.74,171.74,171.73,171.73,558.0
232,232,232,2023-05-25 09:08:00+00:00,171.75,171.75,171.75,171.75,443.0
233,233,233,2023-05-25 09:09:00+00:00,171.75,171.75,171.75,171.75,215.0
234,234,234,2023-05-25 09:10:00+00:00,171.75,171.75,171.75,171.75,0.0
235,235,235,2023-05-25 09:11:00+00:00,171.55,171.55,171.52,171.52,740.0
236,236,236,2023-05-25 09:12:00+00:00,171.61,171.61,171.61,171.61,400.0
237,237,237,2023-05-25 09:13:00+00:00,171.61,171.61,171.61,171.61,0.0
238,238,238,2023-05-25 09:14:00+00:00,171.61,171.61,171.61,171.61,0.0
239,239,239,2023-05-25 09:15:00+00:00,171.62,171.62,171.59,171.59,450.0
240,240,240,2023-05-25 09:16:00+00:00,171.56,171.56,171.56,171.56,390.0
241,241,241,2023-05-25 09:17:00+00:00,171.56,171.56,171.56,171.56,0.0
242,242,242,2023-05-25 09:18:00+00:00,171.58,171.58,171.56,171.56,1201.0
243,243,243,2023-05-25 09:19:00+00:00,171.56,171.56,171.56,171.56,0.0
244,244,244,2023-05-25 09:20:00+00:00,171.56,171.56,171.56,171.56,0.0
245,245,245,2023-05-25 09:21:00+00:00,171.57,171.57,171.55,171.55,200.0
246,246,246,2023-05-25 09:22:00+00:00,171.57,171.57,171.57,171.57,200.0
247,247,247,2023-05-25 09:23:00+00:00,171.59,171.59,171.59,171.59,484.0
248,248,248,2023-05-25 09:24:00+00:00,171.59,171.59,171.59,171.59,226.0
249,249,249,2023-05-25 09:25:00+00:00,171.54,171.54,171.54,171.54,150.0
250,250,250,2023-05-25 09:26:00+00:00,171.54,171.54,171.54,171.54,0.0
251,251,251,2023-05-25 09:27:00+00:00,171.54,171.54,171.54,171.54,0.0
252,252,252,2023-05-25 09:28:00+00:00,171.54,171.54,171.54,171.54,0.0
253,253,253,2023-05-25 09:29:00+00:00,171.54,171.54,171.54,171.54,0.0
254,254,254,2023-05-25 09:30:00+00:00,171.53,171.55,171.53,171.55,709.0
255,255,255,2023-05-25 09:31:00+00:00,171.55,171.55,171.55,171.55,0.0
256,256,256,2023-05-25 09:32:00+00:00,171.55,171.55,171.55,171.55,0.0
257,257,257,2023-05-25 09:33:00+00:00,171.53,171.53,171.53,171.53,400.0
258,258,258,2023-05-25 09:34:00+00:00,171.53,171.53,171.53,171.53,0.0
259,259,259,2023-05-25 09:35:00+00:00,171.53,171.53,171.53,171.53,0.0
260,260,260,2023-05-25 09:36:00+00:00,171.53,171.53,171.53,171.53,0.0
261,261,261,2023-05-25 09:37:00+00:00,171.53,171.53,171.53,171.53,0.0
262,262,262,2023-05-25 09:38:00+00:00,171.53,171.53,171.53,171.53,0.0
263,263,263,2023-05-25 09:39:00+00:00,171.58,171.58,171.58,171.58,100.0
264,264,264,2023-05-25 09:40:00+00:00,171.58,171.58,171.58,171.58,0.0
265,265,265,2023-05-25 09:41:00+00:00,171.58,171.58,171.54,171.54,649.0
266,266,266,2023-05-25 09:42:00+00:00,171.54,171.54,171.54,171.54,0.0
267,267,267,2023-05-25 09:43:00+00:00,171.54,171.54,171.54,171.54,0.0
268,268,268,2023-05-25 09:44:00+00:00,171.54,171.54,171.54,171.54,0.0
269,269,269,2023-05-25 09:45:00+00:00,171.54,171.54,171.54,171.54,0.0
270,270,270,2023-05-25 09:46:00+00:00,171.54,171.54,171.54,171.54,0.0
271,271,271,2023-05-25 09:47:00+00:00,171.55,171.55,171.55,171.55,100.0
272,272,272,2023-05-25 09:48:00+00:00,171.57,171.58,171.57,171.58,200.0
273,273,273,2023-05-25 09:49:00+00:00,171.58,171.58,171.58,171.58,0.0
274,274,274,2023-05-25 09:50:00+00:00,171.62,171.68,171.62,171.68,200.0
275,275,275,2023-05-25 09:51:00+00:00,171.68,171.68,171.68,171.68,0.0
276,276,276,2023-05-25 09:52:00+00:00,171.68,171.68,171.68,171.68,0.0
277,277,277,2023-05-25 09:53:00+00:00,171.67,171.67,171.65,171.65,2520.0
278,278,278,2023-05-25 09:54:00+00:00,171.65,171.65,171.65,171.65,207.0
279,279,279,2023-05-25 09:55:00+00:00,171.65,171.65,171.65,171.65,300.0
280,280,280,2023-05-25 09:56:00+00:00,171.63,171.63,171.63,171.63,150.0
281,281,281,2023-05-25 09:57:00+00:00,171.63,171.63,171.63,171.63,0.0
282,282,282,2023-05-25 09:58:00+00:00,171.63,171.65,171.63,171.65,275.0
283,283,283,2023-05-25 09:59:00+00:00,171.65,171.65,171.65,171.65,0.0
284,284,284,2023-05-25 10:00:00+00:00,171.65,171.65,171.65,171.65,0.0
285,285,285,2023-05-25 10:01:00+00:00,171.59,171.59,171.59,171.59,185.0
286,286,286,2023-05-25 10:02:00+00:00,171.59,171.59,171.59,171.59,0.0
287,287,287,2023-05-25 10:03:00+00:00,171.64,171.65,171.64,171.64,1446.0
288,288,288,2023-05-25 10:04:00+00:00,171.64,171.64,171.64,171.64,0.0
289,289,289,2023-05-25 10:05:00+00:00,171.63,171.63,171.63,171.63,100.0
290,290,290,2023-05-25 10:06:00+00:00,171.63,171.63,171.63,171.63,0.0
291,291,291,2023-05-25 10:07:00+00:00,171.63,171.63,171.63,171.63,0.0
292,292,292,2023-05-25 10:08:00+00:00,171.63,171.63,171.63,171.63,0.0
293,293,293,2023-05-25 10:09:00+00:00,171.63,171.63,171.63,171.63,0.0
294,294,294,2023-05-25 10:10:00+00:00,171.62,171.67,171.62,171.65,1811.0
295,295,295,2023-05-25 10:11:00+00:00,171.65,171.68,171.65,171.65,4490.0
296,296,296,2023-05-25 10:12:00+00:00,171.65,171.65,171.65,171.65,0.0
297,297,297,2023-05-25 10:13:00+00:00,171.65,171.65,171.65,171.65,0.0
298,298,298,2023-05-25 10:14:00+00:00,171.61,171.61,171.6,171.6,250.0
299,299,299,2023-05-25 10:15:00+00:00,171.6,171.6,171.6,171.6,0.0
300,300,300,2023-05-25 10:16:00+00:00,171.62,171.62,171.61,171.61,794.0
301,301,301,2023-05-25 10:17:00+00:00,171.61,171.61,171.61,171.61,0.0
302,302,302,2023-05-25 10:18:00+00:00,171.6,171.65,171.6,171.65,1907.0
303,303,303,2023-05-25 10:19:00+00:00,171.65,171.65,171.65,171.65,0.0
304,304,304,2023-05-25 10:20:00+00:00,171.63,171.63,171.63,171.63,119.0
305,305,305,2023-05-25 10:21:00+00:00,171.63,171.63,171.63,171.63,0.0
306,306,306,2023-05-25 10:22:00+00:00,171.61,171.61,171.6,171.6,286.0
307,307,307,2023-05-25 10:23:00+00:00,171.59,171.59,171.58,171.58,446.0
308,308,308,2023-05-25 10:24:00+00:00,171.62,171.62,171.5,171.5,855.0
309,309,309,2023-05-25 10:25:00+00:00,171.5,171.5,171.5,171.5,0.0
310,310,310,2023-05-25 10:26:00+00:00,171.62,171.65,171.62,171.62,1405.0
311,311,311,2023-05-25 10:27:00+00:00,171.62,171.62,171.62,171.62,0.0
312,312,312,2023-05-25 10:28:00+00:00,171.51,171.51,171.51,171.51,278.0
313,313,313,2023-05-25 10:29:00+00:00,171.59,171.59,171.59,171.59,250.0
314,314,314,2023-05-25 10:30:00+00:00,171.59,171.59,171.59,171.59,0.0
315,315,315,2023-05-25 10:31:00+00:00,171.54,171.54,171.54,171.54,131.0
316,316,316,2023-05-25 10:32:00+00:00,171.53,171.53,171.5,171.5,207.0
317,317,317,2023-05-25 10:33:00+00:00,171.49,171.49,171.3,171.3,1099.0
318,318,318,2023-05-25 10:34:00+00:00,171.39,171.39,171.39,171.39,165.0
319,319,319,2023-05-25 10:35:00+00:00,171.31,171.33,171.31,171.33,300.0
320,320,320,2023-05-25 10:36:00+00:00,171.31,171.33,171.31,171.33,1792.0
